"player","xg_Aerial","xg_Cross","xg_None","xg_Pass","xg_Dribble","xg_LooseBall","xg_Chipped","xg_Throughball","xg_LayOff","n_shots_Aerial","n_shots_Cross","n_shots_None","n_shots_Pass","n_shots_Dribble","n_shots_LooseBall","n_shots_Chipped","n_shots_Throughball","n_shots_LayOff","xg_foot","xg_headother","n_shots_foot","n_shots_headother","xa_Aerial","xa_Chipped","xa_Cross","xa_LooseBall","xa_Pass","xa_Dribble","xa_Throughball","xa_LayOff","xa_None","n_assists_Aerial","n_assists_Chipped","n_assists_Cross","n_assists_LooseBall","n_assists_Pass","n_assists_Dribble","n_assists_Throughball","n_assists_LayOff","n_assists_None","xa_foot","xa_headother","n_assists_foot","n_assists_headother","totxg","totxa"
"Makoto Hasebe",0,0,0.016,0.064,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.08,0,2,0,0.011,0.038,0,0,0.052,0,0,0,0,1,1,0,0,2,0,0,0,0,0.101,0,4,0,0.16,0.203
"Malang Sarr",0,0,0,0.027,0.071,0,0,0,0,0,0,0,2,1,0,0,0,0,0.098,0,3,0,0,0.028,0.422,0,0.084,0,0,0,0,0,1,1,0,3,0,0,0,0,0.112,0.422,4,1,0.196,1.068
"Malcom",0.052,0.549,0.281,2.788,0.057,0.341,0.011,0.744,0,1,2,5,35,2,4,1,2,0,4.771,0.052,51,1,0.089,0.268,1.528,0,4.154,0.086,0.116,0.051,0,2,5,8,0,37,3,1,1,0,4.973,1.318,50,7,9.646,12.582
"Mame Biram Diouf",1.019,1.743,0.405,1.339,0.119,0.136,0.4,0.094,0,10,7,2,14,2,2,4,1,0,3.001,2.253,33,9,0.142,0,0.615,0.564,0.671,0.057,0,0.065,0,3,0,2,1,11,2,0,1,0,2.115,0,20,0,10.509,4.23
"Manolo Gabbiadini",0.295,0.173,0.03,0.518,0,0,0.06,0,0.013,4,2,1,10,0,0,1,0,1,0.95,0.137,17,2,0,0,0,0,0.459,0.064,0,0.024,0,0,0,0,0,5,1,0,1,0,0.547,0,7,0,2.174,1.093
"Manu García",0,0.189,0.059,0.281,0.105,0.013,0.297,0,0.023,0,3,3,5,2,1,2,0,1,0.866,0.101,15,2,0.033,0.083,0,0,0.184,0.406,0,0.027,0,1,2,0,0,6,4,0,1,0,0.733,0,14,0,1.935,1.466
"Manu Trigueros",0,0.563,0,0.4,0,0.198,0,0,0,0,3,0,12,0,6,0,0,0,0.598,0.563,18,3,0,1.167,0.144,0,0.636,0.499,0.45,0,0,0,6,2,0,16,3,2,0,0,2.896,0,29,0,2.322,5.792
"Manuel Akanji",0.015,0,0,0.099,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0.114,0,4,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,1,0,0,0,0,0.123,0,1,0,0.228,0.246
"Manuel Gulde",0.156,0,0,0,0.069,0,0,0,0,1,0,0,0,1,0,0,0,0,0.069,0.156,1,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,1,0,0,0,0.033,0,1,0,0.449,0.066
"Manuel Iturra",0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,2,0,0,0,0.401,0,2,0,0,0.396,0.031,0,0.149,0.018,0,0,0,0,2,1,0,2,1,0,0,0,0.23,0.364,5,1,0.801,1.189
"Manuel Lanzini",0.358,0.315,0.164,1.049,0.119,0.092,0.155,0.335,0,2,2,4,16,3,2,3,1,0,2.587,0,33,0,0,0,0.096,0,1.688,0.348,0.575,0,0,0,0,1,0,23,2,3,0,0,2.611,0.096,28,1,5.175,5.414
"Manuel Lazzari",0,0.017,0.536,0.179,0.106,0.107,0,0,0.048,0,1,4,5,3,4,0,0,1,0.993,0,18,0,0.438,0.154,1.204,0,0.302,0.029,0,0,0,2,2,13,0,8,1,0,0,0,1.156,0.972,17,9,1.985,4.255
"Manuel Locatelli",0,0,0.033,0.154,0.045,0,0,0,0,0,0,2,6,1,0,0,0,0,0.232,0,9,0,0.013,0,0,0,0.165,0.05,0,0,0,1,0,0,0,4,1,0,0,0,0.229,0,6,0,0.464,0.457
"Manuel Pucciarelli",0.011,0,0.176,1.256,0.318,0,0.073,0,0,1,1,3,12,2,0,1,0,0,1.834,0,20,0,0.015,0.072,0,0,0.443,0,0,0.107,0,1,1,0,0,10,0,0,3,0,0.636,0,15,0,3.669,1.273
"Manuel Schmiedebach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.019,0.051,0,0,0,0,0,1,0,1,1,0,0,0,0.07,0.15,2,1,0,0.441
"Marc-Oliver Kempf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,1,0,0,0,0,0.009,0,1,0,0,0.019
"Marc Albrighton",0,0.322,0.749,0.365,0.016,0.122,0,0,0,0,1,5,8,1,3,0,0,0,1.575,0,18,0,0.034,0.191,2.01,0,1.102,0.102,0.446,0.072,0,2,3,10,0,10,2,2,1,0,3.088,0.869,23,7,3.149,7.914
"Marc Bartra",0,0.055,0.027,0.099,0.013,0.009,0,0,0,0,1,2,4,1,1,0,0,0,0.148,0.055,8,1,0.57,0,0,0.502,0.194,0.025,0.108,0,0,1,0,0,1,3,1,1,0,0,1.398,0,7,0,0.406,2.797
"Marc Muniesa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,1,0,0,0,0.047,0,1,0,0,0.094
"Marc Navarro",0.016,0.026,0.099,0.057,0.19,0,0,0,0,1,1,4,3,5,0,0,0,0,0.39,0,14,0,0.506,0.037,0.072,0,0.085,0.144,0,0,0,4,1,1,0,1,2,0,0,0,0.332,0.513,4,5,0.779,1.689
"Marc Pugh",0.112,0.107,0.217,0.367,0.352,0.126,0.036,0,0,2,2,5,6,1,1,1,0,0,1.202,0.115,15,3,0,0,0,0,0.465,0.041,0,0,0,0,0,0,0,8,1,0,0,0,0.506,0,9,0,2.635,1.012
"Marc Roca",0,0,0.034,0.059,0,0,0,0,0.061,0,0,2,1,0,0,0,0,1,0.154,0,4,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,2,0,0,0,0,0.035,0,2,0,0.308,0.07
"Marc Stendera",0.009,0,0.046,0.364,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0.419,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838,0
"Marcel Büchel",0,0,0.058,0.101,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0.159,0,9,0,0.03,0.028,0,0,0.073,0.027,0,0,0,1,1,0,0,4,2,0,0,0,0.128,0.03,7,1,0.318,0.316
"Marcel Halstenberg",0.06,0.052,0.067,0.366,0.073,0,0.301,0,0,1,1,2,9,1,0,2,0,0,0.52,0.398,13,3,0.207,0,0.071,0,0.252,0.146,0,0,0,5,0,1,0,4,2,0,0,0,0.657,0.019,11,1,1.837,1.352
"Marcel Heller",0,0.903,0,0.149,0,0.236,0,0,0,0,6,0,2,0,3,0,0,0,0.944,0.344,9,2,0.124,0,1.034,0,1.087,0,0,0,0,2,0,4,0,7,0,0,0,0,1.642,0.604,9,4,2.576,4.491
"Marcel Risse",0,0,0.099,0.17,0,0.019,0.108,0,0,0,0,4,6,0,1,1,0,0,0.396,0,12,0,0.016,0.116,0.317,0,0.85,0,0,0,0,1,1,3,0,5,0,0,0,0,0.941,0.358,6,4,0.792,2.598
"Marcel Sabitzer",0.052,0.082,0.244,1.419,0.157,0.217,0.09,0,0,1,1,5,36,3,5,2,0,0,2.26,0,53,0,0.128,0,2.044,0,0.915,0.383,0.125,0.056,0,3,0,8,0,14,4,1,1,0,2.747,0.904,25,6,4.52,7.302
"Marcel Schmelzer",0.045,0,0.07,0,0,0.026,0,0,0,1,0,1,0,0,1,0,0,0,0.095,0.045,2,1,0.028,0,0.144,0.039,0.159,0.081,0,0,0,2,0,2,1,5,1,0,0,0,0.423,0.028,9,2,0.282,0.901
"Marcel Tisserand",0,0,0,0.071,0,0,0.01,0,0,0,0,0,3,0,0,1,0,0,0.082,0,4,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,2,0,0,0,0,0.102,0,2,0,0.164,0.204
"Marcello Gazzola",0,0,0,0.012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012,0,1,0,0.05,0,0.154,0,0.021,0.033,0,0,0,1,0,3,0,1,1,0,0,0,0.209,0.05,5,1,0.024,0.516
"Marcello Trotta",0.017,0.392,0.73,1.248,0.396,0.574,0.228,0.212,0.202,1,5,7,14,5,9,7,2,3,3.702,0.297,49,4,0,0,0.099,0.014,1.2,0.153,0,0.014,0,0,0,1,1,18,3,0,1,0,1.48,0,24,0,8,2.96
"Marcelo",0.037,0.046,0.258,0.417,0.207,0.178,0.084,0,0,2,2,5,8,3,4,1,0,0,1.226,0,25,0,0.234,1.222,1.981,0,3.108,0.591,0,0,0,4,11,12,0,22,5,0,0,0,5.238,1.898,40,14,2.453,14.272
"Marcelo Brozovic",0.019,0.701,0.128,0.813,0.23,0.066,0.008,0,0.204,1,3,5,19,3,2,1,0,2,1.531,0.639,34,2,0.073,0.934,0.662,0.085,1.511,0.041,0.318,0,0,2,8,2,2,22,1,1,0,0,2.467,1.157,32,6,4.34,7.248
"Marcin Kaminski",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0.153,0.341,0,0,0,0,1,0,0,2,1,0,0,0,0,0.493,0.012,3,1,0,1.011
"Marco Asensio",0,0.326,0.064,3.117,0.207,0.433,0.162,0,0,0,6,3,23,3,5,4,0,0,4.012,0.298,41,3,0.164,0.216,1.069,0,3.26,0.101,0.364,0.119,0.405,2,3,5,0,27,1,1,1,1,4.928,0.769,35,6,8.619,11.394
"Marco Benassi",0.071,0.079,0.728,1.883,0.148,0.533,0.182,0,0.039,2,3,8,37,3,7,3,0,2,3.558,0.105,62,3,0.567,0.336,0.414,0.031,0.888,0.235,0.67,0.05,0.034,4,2,5,2,19,3,2,1,1,2.645,0.581,37,2,7.325,6.451
"Marco Borriello",0,0,0,0.144,0,0.059,0,0.135,0.027,0,0,0,4,0,1,0,1,1,0.366,0,7,0,0.129,0.068,0,0.028,0.505,0,0,0.053,0,3,1,0,1,3,0,0,1,0,0.784,0,9,0,0.731,1.568
"Marco Capuano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.092,0,0,0,0,0,0,2,0,2,0,0,0,0,0.153,0,4,0,0,0.306
"Marco D&#039;Alessandro",0,0.308,0.04,0.3,0.067,0.119,0.026,0.851,0,0,1,1,6,1,3,1,2,0,1.405,0.308,14,1,0.028,0,0.56,0.039,0.502,0,0,0,0,1,0,5,1,10,0,0,0,0,0.754,0.376,15,2,3.426,2.259
"Marco Fabián",0.009,0.045,0.03,0.916,0,0.026,0,0,0,1,1,1,12,0,1,0,0,0,0.981,0.045,15,1,0.034,0.061,0,0,0.259,0,0.093,0,0,1,2,0,0,2,0,1,0,0,0.413,0.034,5,1,2.052,0.894
"Marco Faraoni",0.012,0.34,0.045,0.107,0,0.091,0,0,0,1,1,2,3,0,3,0,0,0,0.595,0,10,0,0,0.217,0.154,0,0.133,0,0,0,0,0,2,1,0,2,0,0,0,0,0.178,0.326,3,2,1.191,1.007
"Marco Fossati",0,0,0,0.019,0,0.025,0.013,0,0,0,0,0,1,0,1,1,0,0,0.056,0,3,0,0,0,0,0,0.091,0,0.298,0,0,0,0,0,0,3,0,1,0,0,0.389,0,4,0,0.112,0.779
"Marco Friedl",0,0,0,0.018,0,0.012,0,0,0,0,0,0,1,0,1,0,0,0,0.03,0,2,0,0.073,0.287,0.03,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0.318,0.073,2,2,0.06,0.78
"Marco Höger",0,0,0,0.195,0,0.047,0,0,0,0,0,0,5,0,1,0,0,0,0.242,0,6,0,0,0.048,0,0.03,0.195,0.059,0,0,0,0,2,0,1,4,1,0,0,0,0.332,0,8,0,0.483,0.664
"Marco Parolo",0.671,0.75,0.561,1.166,0.069,1.133,0.405,0.342,0.03,5,8,3,18,1,5,4,1,2,3.546,1.581,35,12,0.046,0,0.18,0,1.809,0.144,0,0.054,0,3,0,1,0,18,2,0,2,0,2.028,0.205,23,3,10.254,4.466
"Marco Reus",0,0.431,0.693,1.246,1.425,0.17,0.194,0.34,0,0,1,1,9,5,4,4,1,0,4.068,0.431,24,1,0.015,0,0.384,0,1.119,0.096,0.323,0,0,1,0,1,0,9,2,1,0,0,1.937,0,14,0,8.997,3.875
"Marco Richter",0,0.058,0.026,0.034,0.1,0.347,0.079,0,0,0,1,1,1,2,4,2,0,0,0.643,0,11,0,0.085,0,1.127,0,0.111,0.075,0,0.017,0,2,0,3,0,1,1,0,1,0,0.286,1.127,5,3,1.287,2.827
"Marco Russ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.039,0,0,0,0,0,0,0,1,1,0,0,0,0.079,0,2,0,0,0.159
"Marco Sau",0.112,0.127,0.558,0.372,0,0.136,0.293,0.336,0.05,2,4,2,7,0,2,2,1,1,1.857,0.127,17,4,0.021,0,0.498,0,0.265,0,0,0.132,0,1,0,2,0,8,0,0,1,0,0.753,0.164,10,2,3.967,1.833
"Marco Terrazzino",0,0,0.173,1.289,0,0,0,0.281,0,0,0,3,13,0,0,0,1,0,1.743,0,17,0,0.085,0.063,0.665,0.021,1.922,0,0,0,0,3,2,2,1,20,0,0,0,0,2.021,0.736,24,4,3.486,5.512
"Marco Tumminello",0,0.581,0.008,0.073,0,0,0.092,0,0,0,1,1,4,0,0,1,0,0,0.753,0,7,0,0,0,0.34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.34,0,1,0,1.507,0.679
"Marco Verratti",0,0.027,0.055,0.213,0,0,0.082,0,0,0,1,1,5,0,0,1,0,0,0.351,0.027,7,1,0,0.24,0.054,0,0.85,0.109,0.636,0,0.008,0,4,1,0,16,1,3,0,1,1.822,0.074,24,2,0.755,3.792
"Marcos Alonso",0.314,0.861,0.574,0.996,0.047,0.054,0.142,0,0,7,7,6,20,1,2,4,0,0,2.46,0.528,39,8,0.052,0.328,1.386,0.042,0.944,0.173,0,0,0,1,2,7,1,17,2,0,0,0,2.033,0.892,25,5,5.976,5.851
"Marcos Llorente",0,0,0.033,0.085,0.012,0.017,0.064,0,0,0,0,1,2,1,1,1,0,0,0.212,0,6,0,0,0,0,0,0.156,0.033,0,0,0,0,0,0,0,2,1,0,0,0,0.19,0,3,0,0.424,0.379
"Marcos Rojo",0,0,0.022,0.013,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.035,0,3,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,2,0,0,0,0,0.073,0,2,0,0.07,0.146
"Marcus Coco",0.175,0.673,0.078,1.037,0.068,0.014,0.055,0,0,3,3,3,12,2,1,1,0,0,1.951,0.148,22,3,0.064,0.064,0.309,0.149,0.442,0.553,0.537,0,0,1,1,2,2,8,2,1,0,0,1.79,0.328,15,2,4.199,4.236
"Marcus Rashford",0.125,1.397,1.062,1.537,0.388,0.108,0,0.248,0.038,3,3,8,25,5,2,0,2,1,3.483,1.42,45,4,1.155,0,0.443,0,0.631,0.227,1.005,0.009,0,2,0,2,0,8,2,4,1,0,2.687,0.784,17,2,9.807,6.942
"Marcus Rohden",0,0.345,0.065,1.303,0,0.014,0.069,0,0,0,1,2,15,0,1,1,0,0,1.451,0.345,19,1,0,0,0.122,0.015,0.114,0.011,0,0.067,0,0,0,1,1,4,1,0,1,0,0.33,0,8,0,3.593,0.659
"Marcus Thuram",0.335,0.588,0.605,0.956,0.27,0.489,0.23,0.42,0,8,4,3,12,5,3,4,2,0,3.494,0.4,32,9,0.071,0,0,0.504,1.352,0.111,0.401,0.046,0,1,0,0,2,14,3,1,1,0,2.485,0,22,0,7.787,4.971
